0	11.6	11.6
0.02	11.6	11.6
0.04	11.6	11.5
0.06	11.6	11.6
0.08	11.6	11.6
0.1	11.6	11.6
0.12	11.6	11.6
0.14	11.6	11.6
0.16	11.6	11.6
0.18	11.6	11.6
0.2	11.7	11.6
0.22	11.6	11.6
0.24	11.6	11.6
0.26	11.7	11.6
0.28	11.6	11.6
0.3	11.6	11.6
0.32	11.7	11.6
0.34	11.7	1.90734e-07
0.36	11.6	11.6
0.38	11.7	11.6
0.4	11.7	11.6
0.42	11.7	11.6
0.44	11.7	11.6
0.46	11.7	11.6
0.48	11.8	11.7
0.5	11.7	11.6
0.52	11.7	11.6
0.54	11.8	11.7
0.56	11.7	11.6
0.58	11.7	11.6
0.6	11.8	11.6
0.62	11.8	11.7
0.64	11.7	11.6
0.66	11.8	11.6
0.68	11.8	11.7
0.7	11.8	11.7
0.72	11.8	11.6
0.74	11.8	11.6
0.76	11.8	11.7
0.78	11.9	11.7
0.8	11.8	11.6
0.82	11.8	11.6
0.84	11.8	11.7
0.86	11.9	11.7
0.88	11.8	11.6
0.9	11.8	11.6
0.92	11.9	11.7
0.94	11.9	11.7
0.96	11.9	11.7
0.98	11.9	11.6
1	11.9	11.6
1.02	11.9	11.7
1.04	11.9	11.7
1.06	11.9	11.6
1.08	11.9	11.6
1.1	11.9	11.7
1.12	12	11.7
1.14	12	11.7
1.16	11.9	11.6
1.18	11.9	11.6
1.2	12	11.7
1.22	12	11.7
1.24	12	11.7
1.26	11.9	11.6
1.28	12	11.6
1.3	12	11.7
1.32	12	11.7
1.34	12	11.7
1.36	12.1	11.7
1.38	12	11.6
1.4	12	11.6
1.42	12	11.7
1.44	12.1	11.7
1.46	12.1	11.7
1.48	12.1	11.7
1.5	12	11.6
1.52	12.1	11.6
1.54	12.1	11.6
1.56	12.1	11.6
1.58	12.1	11.7
1.6	12.1	11.7
1.62	12.2	11.7
1.64	12.1	11.6
1.66	12.1	11.6
1.68	12.1	11.6
1.7	12.2	11.6
1.72	12.2	11.6
1.74	12.2	11.7
1.76	12.2	11.7
1.78	12.2	11.7
1.8	12.2	11.6
1.82	12.2	11.6
1.84	12.2	11.6
1.86	12.2	11.6
1.88	12.2	11.6
1.9	12.2	11.6
1.92	12.3	11.6
1.94	12.3	11.6
1.96	12.3	11.6
1.98	12.3	11.6
