0.01	-0.162955	0.039832	2.71209e-05	0.00549787	0
0.02	-0.325422	0.0778933	5.42008e-05	0.0109467	0
0.03	-0.4874	0.114267	8.12416e-05	0.0163469	0
0.04	-0.648886	0.149033	0.000108245	0.0216991	0
0.05	-0.809873	0.182266	0.000135213	0.0270037	0
0.06	-0.970352	0.214037	0.000162147	0.0322613	0
0.07	-1.13031	0.244415	0.000189048	0.0374723	0
0.08	-1.28973	0.273464	0.000215919	0.0426372	0
0.09	-1.4486	0.301246	0.000242761	0.0477565	0
0.1	-1.6069	0.327818	0.000269576	0.0528306	0
0.11	-1.7646	0.353238	0.000296364	0.0578601	0
0.12	-1.92169	0.377556	0.000323128	0.0628453	0
0.13	-2.07814	0.400825	0.000349869	0.0677868	0
0.14	-2.23394	0.423091	0.000376589	0.0726851	0
0.15	-2.38906	0.444401	0.000403288	0.0775405	0
0.16	-2.54349	0.464797	0.000429968	0.0823535	0
0.17	-2.69721	0.484321	0.000456631	0.0871246	0
0.18	-2.85022	0.503011	0.000483276	0.0918543	0
0.19	-3.00251	0.520907	0.000509907	0.0965429	0
0.2	-3.15407	0.538042	0.000536523	0.101191	0
0.21	-3.3049	0.554451	0.000563126	0.105799	0
0.22	-3.45501	0.570166	0.000589716	0.110367	0
0.23	-3.60441	0.585219	0.000616296	0.114895	0
0.24	-3.75311	0.599637	0.000642866	0.119385	0
0.25	-3.90113	0.61345	0.000669428	0.123837	0
0.26	-4.0485	0.626683	0.000695981	0.12825	0
0.27	-4.19524	0.639362	0.000722528	0.132625	0
0.28	-4.34139	0.651511	0.00074907	0.136963	0
0.29	-4.487	0.663153	0.000775608	0.141264	0
0.3	-4.6321	0.67431	0.000802143	0.145529	0
0.31	-4.77675	0.685003	0.000828677	0.149757	0
0.32	-4.921	0.695252	0.000855211	0.15395	0
0.33	-5.06491	0.705075	0.000881746	0.158107	0
0.34	-5.20855	0.71449	0.000908285	0.162228	0
0.35	-5.35199	0.723516	0.000934828	0.166315	0
0.36	-5.4953	0.732168	0.000961379	0.170368	0
0.37	-5.63856	0.740462	0.000987938	0.174386	0
0.38	-5.78185	0.748413	0.00101451	0.17837	0
0.39	-5.92527	0.756035	0.00104109	0.18232	0
0.4	-6.06889	0.763341	0.00106769	0.186237	0
0.41	-6.21282	0.770346	0.00109431	0.190121	0
0.42	-6.35715	0.77706	0.00112095	0.193972	0
0.43	-6.50197	0.783496	0.00114761	0.197791	0
0.44	-6.6474	0.789666	0.00117431	0.201577	0
0.45	-6.79354	0.795579	0.00120103	0.205331	0
