0.1	-1.58293	0.974159	0.0910147	0.108985	0
0.2	28.5092	0.970815	0.0825594	0.117441	0
0.3	38.9796	0.996777	0.0747528	0.125247	0
0.4	43.1978	0.998433	0.0676725	0.132328	0
0.5	44.6597	0.998823	0.0612615	0.138738	0
0.6	45.0509	0.998933	0.0554593	0.144541	0
0.7	44.9887	0.998961	0.0502091	0.149791	0
0.8	44.7108	0.998957	0.0454587	0.154541	0
0.9	44.3139	0.998937	0.0411609	0.158839	0
1	43.8396	0.998908	0.0372727	0.162727	0
1.1	43.3061	0.998873	0.0337552	0.166245	0
1.2	42.722	0.998832	0.0305733	0.169427	0
1.3	42.0911	0.998785	0.0276952	0.172305	0
1.4	41.4152	0.998732	0.025092	0.174908	0
1.5	40.695	0.998672	0.0227377	0.177262	0
1.6	39.9309	0.998606	0.0206087	0.179391	0
1.7	39.1232	0.998532	0.0186837	0.181316	0
1.8	38.2723	0.998449	0.0169434	0.183057	0
1.9	37.3785	0.998356	0.0153705	0.18463	0
2	36.4426	0.998253	0.013949	0.186051	0
2.1	35.4653	0.998137	0.0126649	0.187335	0
2.2	34.4478	0.998008	0.0115052	0.188495	0
2.3	33.3915	0.997864	0.0104582	0.189542	0
2.4	32.298	0.997703	0.0095136	0.190486	0
2.5	31.1693	0.997523	0.00866174	0.191338	0
2.6	30.0074	0.997321	0.00789411	0.192106	0
2.7	28.815	0.997096	0.00720296	0.192797	0
2.8	27.5946	0.996845	0.00658133	0.193419	0
2.9	26.3493	0.996564	0.00602293	0.193977	0
3	25.0823	0.99625	0.00552206	0.194478	0
3.1	23.7971	0.995901	0.00507364	0.194926	0
3.2	22.4973	0.995511	0.00467304	0.195327	0
3.3	21.1868	0.995078	0.00431612	0.195684	0
3.4	19.8697	0.994597	0.00399914	0.196001	0
3.5	18.5502	0.994064	0.00371873	0.196281	0
3.6	17.2325	0.993475	0.00347185	0.196528	0
3.7	15.9213	0.992825	0.00325575	0.196744	0
3.8	14.6209	0.992111	0.00306797	0.196932	0
3.9	13.3361	0.99133	0.00290624	0.197094	0
4	12.0712	0.990478	0.00276852	0.197231	0
4.1	10.831	0.989553	0.00265293	0.197347	0
4.2	9.61971	0.988555	0.00255776	0.197442	0
4.3	8.44181	0.987483	0.00248142	0.197519	0
4.4	7.30139	0.986339	0.00242241	0.197578	0
4.5	6.20236	0.985128	0.00237934	0.197621	0
4.6	5.14835	0.983853	0.00235087	0.197649	0
4.7	4.14263	0.982523	0.00233574	0.197664	0
4.8	3.18813	0.981146	0.00233272	0.197667	0
4.9	2.28733	0.979734	0.00234061	0.197659	0
5	1.44224	0.978299	0.00235825	0.197642	0
5.1	0.654408	0.976857	0.00238449	0.197616	0
5.2	-0.0751436	0.975422	0.00241822	0.197582	0
5.3	-0.745901	0.974009	0.00245835	0.197542	0
5.4	-1.35787	0.972636	0.00250379	0.197496	0
5.5	-1.91155	0.971317	0.00255352	0.197446	0
5.6	-2.40792	0.970066	0.00260655	0.197393	0
5.7	-2.84843	0.968896	0.0026619	0.197338	0
5.8	-3.23492	0.967818	0.0027187	0.197281	0
5.9	-3.56961	0.96684	0.0027761	0.197224	0
6	-3.85503	0.965969	0.00283333	0.197167	0
6.1	-4.09399	0.965206	0.00288969	0.19711	0
6.2	-4.28951	0.964554	0.00294457	0.197055	0
6.3	-4.4448	0.964011	0.00299743	0.197003	0
6.4	-4.56314	0.963574	0.00304782	0.196952	0
6.5	-4.6479	0.963237	0.00309538	0.196905	0
6.6	-4.70247	0.962994	0.0031398	0.19686	0
6.7	-4.7302	0.962836	0.00318088	0.196819	0
6.8	-4.73437	0.962756	0.00321849	0.196782	0
6.9	-4.71816	0.962744	0.00325255	0.196747	0
7	-4.68463	0.962791	0.00328305	0.196717	0
7.1	-4.63665	0.962888	0.00331004	0.19669	0
7.2	-4.57692	0.963026	0.00333361	0.196666	0
7.3	-4.50796	0.963198	0.00335389	0.196646	0
7.4	-4.43206	0.963395	0.00337104	0.196629	0
7.5	-4.35129	0.96361	0.00338525	0.196615	0
7.6	-4.26753	0.963838	0.00339673	0.196603	0
7.7	-4.18241	0.964073	0.00340569	0.196594	0
7.8	-4.09737	0.96431	0.00341236	0.196588	0
7.9	-4.01364	0.964545	0.00341697	0.196583	0
8	-3.93225	0.964775	0.00341975	0.19658	0
8.1	-3.85406	0.964997	0.00342091	0.196579	0
8.2	-3.77975	0.965209	0.00342067	0.196579	0
8.3	-3.70985	0.965409	0.00341923	0.196581	0
8.4	-3.64475	0.965596	0.00341679	0.196583	0
8.5	-3.5847	0.96577	0.00341353	0.196586	0
8.6	-3.52986	0.965929	0.0034096	0.19659	0
8.7	-3.48027	0.966073	0.00340517	0.196595	0
8.8	-3.43591	0.966204	0.00340036	0.1966	0
8.9	-3.39666	0.96632	0.0033953	0.196605	0
9	-3.36238	0.966422	0.0033901	0.19661	0
9.1	-3.33283	0.966511	0.00338484	0.196615	0
9.2	-3.30778	0.966588	0.00337963	0.19662	0
9.3	-3.28694	0.966653	0.00337451	0.196625	0
9.4	-3.27002	0.966706	0.00336956	0.19663	0
9.5	-3.2567	0.96675	0.00336481	0.196635	0
9.6	-3.24667	0.966784	0.00336031	0.19664	0
9.7	-3.23959	0.96681	0.00335608	0.196644	0
9.8	-3.23517	0.966828	0.00335214	0.196648	0
9.9	-3.23307	0.96684	0.00334852	0.196651	0
10	-3.23302	0.966845	0.00334521	0.196655	0
10.1	-3.23471	0.966845	0.00334222	0.196658	0
10.2	-3.23789	0.966841	0.00333954	0.19666	0
10.3	-3.2423	0.966833	0.00333717	0.196663	0
10.4	-3.2477	0.966821	0.00333511	0.196665	0
10.5	-3.25388	0.966807	0.00333332	0.196667	0
10.6	-3.26064	0.966792	0.00333181	0.196668	0
10.7	-3.26782	0.966774	0.00333055	0.196669	0
10.8	-3.27524	0.966756	0.00332952	0.19667	0
10.9	-3.28277	0.966737	0.00332872	0.196671	0
11	-3.29029	0.966717	0.00332811	0.196672	0
11.1	-3.2977	0.966698	0.00332767	0.196672	0
11.2	-3.3049	0.966679	0.0033274	0.196673	0
11.3	-3.31183	0.96666	0.00332727	0.196673	0
11.4	-3.31843	0.966642	0.00332727	0.196673	0
11.5	-3.32465	0.966625	0.00332737	0.196673	0
11.6	-3.33045	0.966609	0.00332755	0.196672	0
11.7	-3.33582	0.966594	0.00332782	0.196672	0
11.8	-3.34074	0.96658	0.00332814	0.196672	0
11.9	-3.3452	0.966567	0.00332851	0.196671	0
12	-3.34921	0.966556	0.00332892	0.196671	0
12.1	-3.35276	0.966545	0.00332935	0.196671	0
12.2	-3.35589	0.966536	0.0033298	0.19667	0
12.3	-3.3586	0.966528	0.00333025	0.19667	0
12.4	-3.36091	0.966521	0.00333071	0.196669	0
12.5	-3.36284	0.966515	0.00333115	0.196669	0
12.6	-3.36443	0.96651	0.00333159	0.196668	0
12.7	-3.36569	0.966506	0.00333201	0.196668	0
12.8	-3.36666	0.966502	0.00333241	0.196668	0
12.9	-3.36737	0.9665	0.00333278	0.196667	0
13	-3.36783	0.966498	0.00333313	0.196667	0
13.1	-3.36808	0.966497	0.00333346	0.196667	0
13.2	-3.36815	0.966496	0.00333375	0.196666	0
13.3	-3.36805	0.966496	0.00333402	0.196666	0
13.4	-3.36782	0.966496	0.00333427	0.196666	0
13.5	-3.36747	0.966497	0.00333448	0.196666	0
13.6	-3.36703	0.966498	0.00333467	0.196665	0
13.7	-3.36652	0.966499	0.00333483	0.196665	0
13.8	-3.36595	0.9665	0.00333497	0.196665	0
13.9	-3.36533	0.966502	0.00333509	0.196665	0
14	-3.3647	0.966503	0.00333518	0.196665	0
14.1	-3.36404	0.966505	0.00333526	0.196665	0
14.2	-3.36339	0.966507	0.00333532	0.196665	0
14.3	-3.36274	0.966508	0.00333536	0.196665	0
14.4	-3.36211	0.96651	0.00333539	0.196665	0
14.5	-3.3615	0.966512	0.00333541	0.196665	0
14.6	-3.36091	0.966513	0.00333541	0.196665	0
14.7	-3.36036	0.966515	0.0033354	0.196665	0
14.8	-3.35985	0.966516	0.00333539	0.196665	0
14.9	-3.35937	0.966518	0.00333537	0.196665	0
15	-3.35893	0.966519	0.00333534	0.196665	0
15.1	-3.35852	0.96652	0.00333531	0.196665	0
15.2	-3.35816	0.966521	0.00333528	0.196665	0
15.3	-3.35784	0.966522	0.00333524	0.196665	0
15.4	-3.35756	0.966523	0.0033352	0.196665	0
15.5	-3.35731	0.966524	0.00333516	0.196665	0
15.6	-3.3571	0.966524	0.00333512	0.196665	0
15.7	-3.35692	0.966525	0.00333508	0.196665	0
15.8	-3.35677	0.966525	0.00333504	0.196665	0
15.9	-3.35666	0.966526	0.00333501	0.196665	0
16	-3.35656	0.966526	0.00333497	0.196665	0
16.1	-3.3565	0.966526	0.00333494	0.196665	0
16.2	-3.35645	0.966526	0.00333491	0.196665	0
16.3	-3.35642	0.966526	0.00333488	0.196665	0
16.4	-3.35641	0.966527	0.00333485	0.196665	0
